iso3,country_name,year,gdp_usd,gdp_per_capita_usd
AZE,Azerbaijan,1998,4446368570.6901,561.906807871869
AZE,Azerbaijan,1999,4581248566.50158,573.893528734031
AZE,Azerbaijan,2000,5272615722.96892,655.097249579917
AZE,Azerbaijan,2001,5707616203.72011,703.670998584686
AZE,Azerbaijan,2002,6236087738.28284,763.108895463487
AZE,Azerbaijan,2003,7276413079.11451,883.692580745256
AZE,Azerbaijan,2004,8680405740.94125,1045.0136328106
AZE,Azerbaijan,2005,13245421880.834,1578.36733030667
AZE,Azerbaijan,2006,20981929497.6188,2472.95725732287
AZE,Azerbaijan,2007,33049419431.2244,3851.33015175141
AZE,Azerbaijan,2008,48851293785.4483,5574.46810432575
AZE,Azerbaijan,2009,44292427184.9492,4950.39949009423
AZE,Azerbaijan,2010,52909294791.9262,5843.5337683582
AZE,Azerbaijan,2011,65952796427.9473,7189.81869211976
AZE,Azerbaijan,2012,69679944504.1972,7495.86527658099
AZE,Azerbaijan,2013,74160560123.6902,7875.34536661549
AZE,Azerbaijan,2014,75239785452.1022,7890.84028062087
AZE,Azerbaijan,2015,53076235354.746,5500.50364628486
AZE,Azerbaijan,2016,37866996882.9157,3880.6852276838
AZE,Azerbaijan,2017,40866627351.9817,4147.1981423222
AZE,Azerbaijan,2018,47112470051.7701,4739.7943123408
AZE,Azerbaijan,2019,48174235294.1176,4805.75371765917
AZE,Azerbaijan,2020,42693000000.0,4229.91064904503
AZE,Azerbaijan,2021,54825411764.7059,5408.04535175023
AZE,Azerbaijan,2022,78807470588.2353,7770.594223351
AZE,Azerbaijan,2023,72428470588.2353,7133.02838048328
AZE,Azerbaijan,2024,74315882352.9412,7283.8499076179
BEL,Belgium,1992,234781652446.675,23372.619171015
BEL,Belgium,1993,224721795708.955,22283.9360213551
BEL,Belgium,1994,244884129491.198,24208.5547931447
BEL,Belgium,1995,288025588396.278,28413.8264387368
BEL,Belgium,1996,279201433224.756,27489.5551770488
BEL,Belgium,1997,252708051420.839,24820.9380503896
BEL,Belgium,1998,258528339631.029,25338.4432934904
BEL,Belgium,1999,258245733221.468,25252.8019066564
BEL,Belgium,2000,236792460312.471,23098.8865077401
BEL,Belgium,2001,236746141604.37,23015.0712632462
BEL,Belgium,2002,258383599375.177,25006.191397109
BEL,Belgium,2003,318082528506.588,30655.2092679024
BEL,Belgium,2004,369214712443.206,35429.4077933344
BEL,Belgium,2005,385714762230.039,36809.7013403619
BEL,Belgium,2006,408259840868.823,38705.1067959147
BEL,Belgium,2007,470922156309.453,44319.165448813
BEL,Belgium,2008,517328087920.078,48303.397956286
BEL,Belgium,2009,485014525992.461,44923.3400135081
BEL,Belgium,2010,481556503720.001,44197.393671162
BEL,Belgium,2011,527196649048.639,47760.8298776546
BEL,Belgium,2012,498414364944.961,44874.1709182123
BEL,Belgium,2013,524097026598.55,46964.5946777056
BEL,Belgium,2014,537987419164.351,47995.7786961339
BEL,Belgium,2015,461044767544.531,40893.804537772
BEL,Belgium,2016,474271566739.729,41854.5498296444
BEL,Belgium,2017,500908767351.53,44035.3239358548
BEL,Belgium,2018,542638913427.921,47487.2100392561
BEL,Belgium,2019,536726344405.489,46716.6227467964
BEL,Belgium,2020,529694473501.791,45906.2875805246
BEL,Belgium,2021,598522422241.851,51658.238294958
BEL,Belgium,2022,591085783326.267,50605.7496677086
BEL,Belgium,2023,651330595110.011,55291.4754541329
BEL,Belgium,2024,671370081636.406,56614.5679499036
BGR,Bulgaria,1992,8602887622.63828,1007.34454544881
BGR,Bulgaria,1993,10832064941.654,1278.52511370319
BGR,Bulgaria,1994,9709240033.98973,1149.89464008734
BGR,Bulgaria,1995,18991484420.36,2259.25922555221
BGR,Bulgaria,1996,12294964837.6235,1470.19259250682
BGR,Bulgaria,1997,11316127378.9613,1361.40938439884
BGR,Bulgaria,1998,15031055046.7575,1820.44866449942
BGR,Bulgaria,1999,13637098579.109,1660.9089125393
BGR,Bulgaria,2000,13245990274.4581,1621.26210738992
BGR,Bulgaria,2001,14183446025.7389,1770.90704918691
BGR,Bulgaria,2002,16403043849.8297,2092.98288625558
BGR,Bulgaria,2003,21144957990.4681,2719.49436859287
BGR,Bulgaria,2004,26157743368.8716,3389.68743360274
BGR,Bulgaria,2005,29868657858.0082,3899.82596332878
BGR,Bulgaria,2006,34380536495.6739,4523.1465578805
BGR,Bulgaria,2007,44431257128.8618,5888.57081403932
BGR,Bulgaria,2008,54480684188.4442,7271.30338858025
BGR,Bulgaria,2009,52023801230.12,6988.27316296465
BGR,Bulgaria,2010,50689051382.4361,6853.94805511171
BGR,Bulgaria,2011,57681293006.9721,7849.58061302818
BGR,Bulgaria,2012,54297052002.2338,7431.95789508871
BGR,Bulgaria,2013,55819262374.9039,7795.98092108928
BGR,Bulgaria,2014,57080897012.1077,8069.60005667684
BGR,Bulgaria,2015,50765918159.1476,7268.65445473873
BGR,Bulgaria,2016,53929397039.2106,7822.49923292968
BGR,Bulgaria,2017,59167647387.606,8696.68930427924
BGR,Bulgaria,2018,66097226262.2191,9849.38397225174
BGR,Bulgaria,2019,68507731353.9114,10353.7204584127
BGR,Bulgaria,2020,70486877546.4901,10760.211975413
BGR,Bulgaria,2021,84374613233.36,12966.1457543396
BGR,Bulgaria,2022,90506153293.6733,13999.1949530956
BGR,Bulgaria,2023,102199231384.542,15853.208636704
BGR,Bulgaria,2024,113343355779.985,17596.0173663521
BIH,Bosnia and Herzegovina,1992,4735044707.23969,1118.17569934079
BIH,Bosnia and Herzegovina,1993,3630668949.83246,929.872118717018
BIH,Bosnia and Herzegovina,1994,1255802469.1358,337.090896023259
BIH,Bosnia and Herzegovina,1995,1866572953.73665,502.365980975339
BIH,Bosnia and Herzegovina,1996,2786045321.63743,718.933797141505
BIH,Bosnia and Herzegovina,1997,3671909673.04401,913.813399054859
BIH,Bosnia and Herzegovina,1998,4116774300.60671,1006.70479669823
BIH,Bosnia and Herzegovina,1999,4686256363.04707,1134.60298042083
BIH,Bosnia and Herzegovina,2000,5567772768.81188,1338.48059636261
BIH,Bosnia and Herzegovina,2001,5800615374.76094,1387.89362942121
BIH,Bosnia and Herzegovina,2002,6728220982.88398,1606.5467454132
BIH,Bosnia and Herzegovina,2003,8498894359.38629,2033.94700935864
BIH,Bosnia and Herzegovina,2004,10156541220.9704,2452.6860917386
BIH,Bosnia and Herzegovina,2005,11222796336.5426,2739.61076866057
BIH,Bosnia and Herzegovina,2006,12864841905.9543,3166.12865344833
BIH,Bosnia and Herzegovina,2007,15778734264.3787,3931.48948737505
BIH,Bosnia and Herzegovina,2008,19112796623.1175,4841.69311934649
BIH,Bosnia and Herzegovina,2009,17613949091.2294,4539.91863774968
BIH,Bosnia and Herzegovina,2010,17176315803.7298,4506.47828548389
BIH,Bosnia and Herzegovina,2011,18644233537.1093,4982.69375768263
BIH,Bosnia and Herzegovina,2012,17226735995.6905,4693.78899115381
BIH,Bosnia and Herzegovina,2013,18179109209.3892,5034.56634817068
BIH,Bosnia and Herzegovina,2014,18558734107.1478,5206.06573475132
BIH,Bosnia and Herzegovina,2015,16404348361.0926,4662.25869219448
BIH,Bosnia and Herzegovina,2016,17116926553.8513,4928.5665903114
BIH,Bosnia and Herzegovina,2017,18326373135.6099,5345.01978766473
BIH,Bosnia and Herzegovina,2018,20484058033.1144,6047.84707207392
BIH,Bosnia and Herzegovina,2019,20482608984.3316,6122.37541352353
BIH,Bosnia and Herzegovina,2020,20226038369.9191,6130.31187968266
BIH,Bosnia and Herzegovina,2021,23672712121.2671,7295.34378682258
BIH,Bosnia and Herzegovina,2022,24534663636.1778,7655.59421024383
BIH,Bosnia and Herzegovina,2023,27592361498.4057,8663.02326458629
BIH,Bosnia and Herzegovina,2024,29613572022.8993,9358.78768951134
BLR,Belarus,1992,16939790093.9054,1658.08641281239
BLR,Belarus,1993,16275073526.9819,1589.51011343649
BLR,Belarus,1994,14931435232.078,1460.00791360458
BLR,Belarus,1995,13972683273.5692,1370.69991385664
BLR,Belarus,1996,14500437519.8258,1427.26896385327
BLR,Belarus,1997,14128408565.7064,1396.44201900881
BLR,Belarus,1998,15222012660.4232,1511.32531567314
BLR,Belarus,1999,12138486532.0203,1210.6117195862
BLR,Belarus,2000,12736856827.9847,1276.2880341
BLR,Belarus,2001,12354820143.8849,1244.37318523431
BLR,Belarus,2002,14594900944.7658,1479.38066337175
BLR,Belarus,2003,17825444724.4878,1819.52653114699
BLR,Belarus,2004,23141566292.9462,2378.33700470129
BLR,Belarus,2005,30210091836.8294,3126.07176665248
BLR,Belarus,2006,36961894281.3444,3848.22350300163
BLR,Belarus,2007,45275711995.825,4735.48107556066
BLR,Belarus,2008,60752106347.126,6376.17569162063
BLR,Belarus,2009,50873167326.0414,5352.48809190697
BLR,Belarus,2010,57231904542.8755,6034.67885177216
BLR,Belarus,2011,61762382327.9319,6527.6593428786
BLR,Belarus,2012,65685890438.8922,6953.21591683101
BLR,Belarus,2013,75527558966.4473,7998.0802045456
BLR,Belarus,2014,78813069120.9984,8341.31809294883
BLR,Belarus,2015,56454769844.7632,5967.05595058777
BLR,Belarus,2016,47723545321.259,5039.77560949445
BLR,Belarus,2017,54725405751.1559,5785.54491935194
BLR,Belarus,2018,60031026576.26,6360.037502312
BLR,Belarus,2019,64410170653.4569,6837.77339645635
BLR,Belarus,2020,61371673344.7424,6542.85579976768
BLR,Belarus,2021,69673747131.87,7489.71894713888
BLR,Belarus,2022,73775179924.603,7994.64806074889
BLR,Belarus,2023,72478760370.4258,7896.75388295584
BLR,Belarus,2024,75961865471.9129,8317.63399913792
BOL,Bolivia,1992,5643868748.68126,759.57113496365
BOL,Bolivia,1993,5734699488.84934,756.637016048451
BOL,Bolivia,1994,5981222858.82727,774.035669644318
BOL,Bolivia,1995,6715161732.22658,852.754034861444
BOL,Bolivia,1996,7396949126.35685,922.113259069714
BOL,Bolivia,1997,7925736821.45034,970.351843368594
BOL,Bolivia,1998,8497494652.12546,1022.14506519545
BOL,Bolivia,1999,8285064434.56826,979.344494964572
BOL,Bolivia,2000,8397855484.76908,975.777060358751
BOL,Bolivia,2001,8141516928.39489,930.168227214313
BOL,Bolivia,2002,7905485146.44351,888.221328974352
BOL,Bolivia,2003,8082399639.54305,893.013760211149
BOL,Bolivia,2004,8773451751.5121,953.191893246277
BOL,Bolivia,2005,9549122905.32852,1020.12326200737
BOL,Bolivia,2006,11451844902.2214,1202.71150446327
BOL,Bolivia,2007,13120108008.3477,1354.54905949929
BOL,Bolivia,2008,16674276285.8956,1692.67248455876
BOL,Bolivia,2009,17339992193.7322,1731.18172112209
BOL,Bolivia,2010,19649723722.1034,1929.78373077158
BOL,Bolivia,2011,23963164696.592,2315.52121930607
BOL,Bolivia,2012,27084497481.9103,2575.59857098084
BOL,Bolivia,2013,30659338885.6729,2870.02377000756
BOL,Bolivia,2014,32996188017.3661,3041.43503162408
BOL,Bolivia,2015,33000198248.9146,2996.01289811344
BOL,Bolivia,2016,33941126193.9219,3035.87347732132
BOL,Bolivia,2017,45927439594.7902,4048.40119739839
BOL,Bolivia,2018,48414038842.2576,4206.8552936661
BOL,Bolivia,2019,49056643589.0014,4203.15492855788
BOL,Bolivia,2020,42313784081.042,3580.96761778303
BOL,Bolivia,2021,47877892402.3155,4010.76053686204
BOL,Bolivia,2022,50959081953.6903,4219.46113742445
BOL,Bolivia,2023,52340206946.4544,4274.70820547613
BOL,Bolivia,2024,54881327452.9667,4421.16609889999
BRA,Brazil,1992,328187960871.951,2127.29083011489
BRA,Brazil,1993,368295778245.09,2348.90635436384
BRA,Brazil,1994,525369851353.742,3298.71491891786
BRA,Brazil,1995,769333330411.575,4756.75013552302
BRA,Brazil,1996,850426433004.077,5179.13052009976
BRA,Brazil,1997,883206452795.124,5299.39794248133
BRA,Brazil,1998,863711007325.493,5105.89246192003
BRA,Brazil,1999,599642075004.471,3493.57192043228
BRA,Brazil,2000,655448188259.351,3766.54786339835
BRA,Brazil,2001,559983704094.17,3176.28975052524
BRA,Brazil,2002,509795270685.19,2855.94017137049
BRA,Brazil,2003,558233724164.711,3090.6068907839
BRA,Brazil,2004,669289321944.512,3663.82262497811
BRA,Brazil,2005,891633826625.407,4827.78165890291
BRA,Brazil,2006,1107626711163.23,5934.14561857454
BRA,Brazil,2007,1397114247188.89,7409.69003822861
BRA,Brazil,2008,1695855391757.96,8908.33338467948
BRA,Brazil,2009,1666996294252.12,8678.6584730653
BRA,Brazil,2010,2208838108484.35,11403.2840038694
BRA,Brazil,2011,2616156606579.21,13396.6263158041
BRA,Brazil,2012,2465228293706.86,12521.7238454434
BRA,Brazil,2013,2472819362043.74,12458.8903396625
BRA,Brazil,2014,2456043766032.38,12274.9941630213
BRA,Brazil,2015,1802211999456.42,8936.1955889444
BRA,Brazil,2016,1795693265999.04,8836.28546025694
BRA,Brazil,2017,2063514688805.78,10080.5078722821
BRA,Brazil,2018,1916933708352.71,9300.66072904004
BRA,Brazil,2019,1873288158838.63,9029.83304401079
BRA,Brazil,2020,1476107292151.95,7074.19407495707
BRA,Brazil,2021,1670647464062.96,7972.53696080695
BRA,Brazil,2022,1951923832083.87,9281.33282136864
BRA,Brazil,2023,2191131869706.02,10377.5897719195
BRA,Brazil,2024,2185821648943.86,10310.5488778166
CAN,Canada,1992,594387358318.855,20950.3305287651
CAN,Canada,1993,579053561739.4,20186.7988782965
CAN,Canada,1994,579944346807.264,19997.6237373354
CAN,Canada,1995,605961090061.207,20679.634792669
CAN,Canada,1996,630607994132.747,21296.9723536904
CAN,Canada,1997,654986999855.554,21901.5628548392
CAN,Canada,1998,634000000000.0,21024.5850687045
CAN,Canada,1999,678412196271.118,22315.2466731545
CAN,Canada,2000,744773415931.587,24271.0020563821
CAN,Canada,2001,738981792355.372,23822.096210932
CAN,Canada,2002,760649334098.005,24256.0192337185
CAN,Canada,2003,895540646634.787,28301.8645937428
CAN,Canada,2004,1026690238278.25,32145.5412620217
CAN,Canada,2005,1173108598778.68,36383.6600068095
CAN,Canada,2006,1319264809590.97,40504.0370977806
CAN,Canada,2007,1468820407783.26,44660.0838892281
CAN,Canada,2008,1552989690721.65,46710.2526864484
CAN,Canada,2009,1374625142157.29,40874.8831932903
CAN,Canada,2010,1617343367486.26,47560.6666009406
CAN,Canada,2011,1793326630174.52,52223.8588398531
CAN,Canada,2012,1828366481521.6,52670.3447335415
CAN,Canada,2013,1846597421834.98,52638.1187235237
CAN,Canada,2014,1805749878439.94,50960.8431174661
CAN,Canada,2015,1556508816217.14,43594.1941045394
CAN,Canada,2016,1527994741907.43,42314.0615817218
CAN,Canada,2017,1649265644244.09,45129.628116623
CAN,Canada,2018,1725329192783.02,46539.1761570405
CAN,Canada,2019,1743725183672.52,46352.8693445211
CAN,Canada,2020,1655684730000.19,43537.839298904
CAN,Canada,2021,2022378748423.23,52886.6616372703
CAN,Canada,2022,2190411080134.32,56256.8007264015
CAN,Canada,2023,2173339670064.33,54220.3285039875
CAN,Canada,2024,2243636826633.76,54340.3477224733
CHE,Switzerland,1992,279921425828.474,40713.6881521435
CHE,Switzerland,1993,272237527070.926,39237.1186558781
CHE,Switzerland,1994,301375055202.164,43091.7770970073
CHE,Switzerland,1995,352835806342.495,50113.8321221345
CHE,Switzerland,1996,340103959546.926,48092.6433036512
CHE,Switzerland,1997,294788198856.198,41584.441782159
CHE,Switzerland,1998,303459014346.806,42680.5867322391
